"Date","Prefecture","relative.humidity","wind.speed","tavg","PM25","PM10","cases"
2026-02-08,"Aichi",62.375,3.13035714285714,5.05297619047619,6.13593173006393,7.29444038904056,63
2026-02-08,"Akita",77.3333333333333,5.38690476190476,0.14047619047619,6.60982507351472,9.87850931823419,6
2026-02-08,"Aomori",85.7797619047619,4.62857142857143,-1.22261904761905,6.30756140488439,9.4340817764299,14
2026-02-08,"Chiba",55.797619047619,2.30297619047619,5.66666666666667,10.2776856467661,11.7273407052578,20
2026-02-08,"Ehime",67.172619047619,3.7125,6.63988095238095,11.8419876244664,14.8080860095214,21
2026-02-08,"Fukui",86.4404761904762,2.58333333333333,1.90059523809524,8.82112627664888,11.7054519765986,20
2026-02-08,"Fukuoka",66.7619047619048,2.3375,5.55595238095238,14.2300798809157,18.4236596861853,54
2026-02-08,"Fukushima",82.6845238095238,2.46071428571429,-0.00833333333333324,4.12217854263076,5.5007366890911,31
2026-02-08,"Gifu",60.6845238095238,2.60892857142857,4.66190476190476,5.77624724237738,7.21708550289553,14
2026-02-08,"Gunma",46.9107142857143,3.4077380952381,4.19107142857143,5.89385360105958,6.87572130611746,30
2026-02-08,"Hiroshima",59.7738095238095,3.10714285714286,5.60297619047619,13.3004693366972,17.6524367553163,44
2026-02-08,"Hyogo",64.8571428571429,3.24047619047619,5.73035714285714,11.9063536684302,15.0029988462291,111
2026-02-08,"Ibaraki",67.2619047619048,1.17857142857143,2.75357142857143,8.82140588212582,10.020271009008,17
2026-02-08,"Ishikawa",77.6428571428571,4.41071428571429,2.83511904761905,7.29770893807498,10.9274840778147,23
2026-02-08,"Iwate",54.9345238095238,2.51011904761905,1.00238095238095,4.65137165459947,6.88016683804197,27
2026-02-08,"Kagawa",64.9940476190476,2.8125,6.05059523809524,11.9013411267308,14.2336054931113,17
2026-02-08,"Kagoshima",71.0059523809524,3.45535714285714,8.20059523809524,11.4591323571948,15.6131153517459,20
2026-02-08,"Kanagawa",52.2738095238095,3.44285714285714,6.00119047619048,11.4259597565317,12.3992155711875,82
2026-02-08,"Kochi",57.0357142857143,3.21666666666667,6.95178571428571,10.2969389091426,13.0641705432227,11
2026-02-08,"Kumamoto",64.0357142857143,1.8,5.70297619047619,14.5793502025638,17.7775119629032,52
2026-02-08,"Kyoto",70.0595238095238,1.93928571428571,4.49285714285714,11.3434130858342,14.3513490379289,40
2026-02-08,"Mie",61.827380952381,3.46607142857143,5.21309523809524,7.84893923192774,9.42921689391365,38
2026-02-08,"Miyagi",63.1964285714286,3.04345238095238,2.50952380952381,3.80844900925029,5.23187499476993,26
2026-02-08,"Miyazaki",60.0119047619048,3.97261904761905,7.87916666666667,12.9274213104029,15.7949297980573,9
2026-02-08,"Nagano",75.5535714285714,2.45416666666667,-0.522619047619048,4.04086882490693,4.9559126785573,28
2026-02-08,"Nagasaki",62.9880952380952,2.45,6.94642857142857,13.7213721505443,19.3986141524271,18
2026-02-08,"Nara",69.4583333333333,2.44821428571429,4.33571428571429,8.65643978827567,10.0681678631217,42
2026-02-08,"Niigata",81.2083333333333,3.10357142857143,1.92559523809524,5.37346513524563,7.81452215686509,11
2026-02-08,"Oita",61.6547619047619,3.31190476190476,6.63928571428571,13.696022908099,16.898430275227,23
2026-02-08,"Okayama",70.6488095238095,3.27083333333333,4.8202380952381,12.7459654147153,16.4983235227871,34
2026-02-08,"Okinawa",66.077380952381,5.33988095238095,16.7779761904762,11.1154107651905,16.511263273812,7
2026-02-08,"Osaka",62.4761904761905,2.41309523809524,5.78571428571429,10.4730675395687,12.1863747862658,232
2026-02-08,"Saga",65.3511904761905,3.14345238095238,5.88452380952381,15.0318963762256,19.6456481484862,12
2026-02-08,"Saitama",51.0714285714286,2.9202380952381,4.55952380952381,11.196447148109,11.979559255649,50
2026-02-08,"Shiga",76.7142857142857,3.55535714285714,3.40595238095238,9.99101288684541,12.0502919458301,33
2026-02-08,"Shimane",67.922619047619,5.15178571428571,6.55952380952381,12.9837996791898,18.8034734149284,5
2026-02-08,"Shizuoka",56.1011904761905,1.86071428571429,6.70595238095238,6.75862969390163,7.82194919454561,34
2026-02-08,"Tochigi",56.7738095238095,2.6297619047619,3.2,6.00845019588725,7.00843084684764,24
2026-02-08,"Tokushima",65.3630952380952,2.89166666666667,5.94821428571429,10.0866976880985,12.1360944877729,11
2026-02-08,"Tokyo",50.1130952380952,2.36785714285714,5.4922619047619,8.26127206015648,12.0815355680316,78
2026-02-08,"Tottori",86.0297619047619,3.16190476190476,3.24107142857143,13.0808252996015,18.1270781164604,24
2026-02-08,"Toyama",80.2678571428571,2.93809523809524,2.28511904761905,4.55805653860204,6.41895022352679,5
2026-02-08,"Wakayama",60.9880952380952,4.275,6.15952380952381,8.43474626689874,10.2243522774352,34
2026-02-08,"Yamagata",74.8095238095238,2.2452380952381,0.808333333333333,5.33816925050674,7.78291003368583,20
2026-02-08,"Yamaguchi",75.3095238095238,1.89464285714286,4.71785714285714,13.2956382994267,17.8562086709256,76
2026-02-08,"Yamanashi",55.297619047619,2.29940476190476,3.61666666666667,7.43737087058094,8.15200162726928,19
