"NAME_1","RSV Cases","year","week"
"Gifu",104,2017,2017-08-27
"Gifu",148,2017,2017-09-03
"Gifu",140,2017,2017-09-10
"Gifu",177,2017,2017-09-17
"Gifu",117,2017,2017-09-24
"Gifu",120,2017,2017-10-01
"Gifu",70,2017,2017-10-08
"Gifu",55,2017,2017-10-15
"Gifu",57,2017,2017-10-22
"Gifu",58,2017,2017-10-29
"Gifu",37,2017,2017-11-05
"Gifu",35,2017,2017-11-12
"Gifu",36,2017,2017-11-19
"Gifu",36,2017,2017-11-26
"Gifu",35,2017,2017-12-03
"Gifu",28,2017,2017-12-10
"Gifu",22,2017,2017-12-17
"Gifu",29,2017,2017-12-24
"Gifu",22,2017,2017-12-31
"Gifu",21,2018,2018-01-07
"Gifu",19,2018,2018-01-14
"Gifu",8,2018,2018-01-21
"Gifu",17,2018,2018-01-28
"Gifu",25,2018,2018-02-04
"Gifu",16,2018,2018-02-11
"Gifu",4,2018,2018-02-18
"Gifu",5,2018,2018-02-25
"Gifu",8,2018,2018-03-04
"Gifu",6,2018,2018-03-11
"Gifu",15,2018,2018-03-18
"Gifu",12,2018,2018-03-25
"Gifu",16,2018,2018-04-01
"Gifu",7,2018,2018-04-08
"Gifu",10,2018,2018-04-15
"Gifu",9,2018,2018-04-22
"Gifu",5,2018,2018-04-29
"Gifu",3,2018,2018-05-06
"Gifu",1,2018,2018-05-13
"Gifu",3,2018,2018-05-20
"Gifu",9,2018,2018-05-27
"Gifu",5,2018,2018-06-03
"Gifu",5,2018,2018-06-10
"Gifu",8,2018,2018-06-17
"Gifu",8,2018,2018-06-24
"Gifu",1,2018,2018-07-01
"Gifu",7,2018,2018-07-08
"Gifu",29,2018,2018-07-15
"Gifu",17,2018,2018-07-22
"Gifu",27,2018,2018-07-29
"Gifu",42,2018,2018-08-05
"Gifu",39,2018,2018-08-12
"Gifu",51,2018,2018-08-19
"Gifu",58,2018,2018-08-26
"Gifu",98,2018,2018-09-02
"Gifu",104,2018,2018-09-09
"Gifu",108,2018,2018-09-16
"Gifu",111,2018,2018-09-23
"Gifu",81,2018,2018-09-30
"Gifu",63,2018,2018-10-07
"Gifu",53,2018,2018-10-14
"Gifu",29,2018,2018-10-21
"Gifu",28,2018,2018-10-28
"Gifu",29,2018,2018-11-04
"Gifu",26,2018,2018-11-11
"Gifu",22,2018,2018-11-18
"Gifu",19,2018,2018-11-25
"Gifu",11,2018,2018-12-02
"Gifu",17,2018,2018-12-09
"Gifu",12,2018,2018-12-16
"Gifu",24,2018,2018-12-23
"Gifu",20,2018,2018-12-30
"Gifu",5,2019,2019-01-06
"Gifu",7,2019,2019-01-13
"Gifu",18,2019,2019-01-20
"Gifu",31,2019,2019-01-27
"Gifu",9,2019,2019-02-03
"Gifu",10,2019,2019-02-10
"Gifu",10,2019,2019-02-17
"Gifu",10,2019,2019-02-24
"Gifu",9,2019,2019-03-03
"Gifu",5,2019,2019-03-10
"Gifu",22,2019,2019-03-17
"Gifu",17,2019,2019-03-24
"Gifu",24,2019,2019-03-31
"Gifu",10,2019,2019-04-07
"Gifu",20,2019,2019-04-14
"Gifu",20,2019,2019-04-21
"Gifu",12,2019,2019-04-28
"Gifu",4,2019,2019-05-05
"Gifu",3,2019,2019-05-12
"Gifu",12,2019,2019-05-19
"Gifu",14,2019,2019-05-26
"Gifu",7,2019,2019-06-02
"Gifu",4,2019,2019-06-09
"Gifu",3,2019,2019-06-16
"Gifu",3,2019,2019-06-23
"Gifu",6,2019,2019-06-30
"Gifu",5,2019,2019-07-07
"Gifu",8,2019,2019-07-14
"Gifu",11,2019,2019-07-21
"Gifu",15,2019,2019-07-28
"Gifu",29,2019,2019-08-04
"Gifu",52,2019,2019-08-11
"Gifu",46,2019,2019-08-18
"Gifu",44,2019,2019-08-25
"Gifu",67,2019,2019-09-01
"Gifu",112,2019,2019-09-08
"Gifu",110,2019,2019-09-15
"Gifu",133,2019,2019-09-22
"Gifu",99,2019,2019-09-29
"Gifu",86,2019,2019-10-06
"Gifu",92,2019,2019-10-13
"Gifu",64,2019,2019-10-20
"Gifu",50,2019,2019-10-27
"Gifu",42,2019,2019-11-03
"Gifu",30,2019,2019-11-10
"Gifu",26,2019,2019-11-17
"Gifu",17,2019,2019-11-24
"Gifu",18,2019,2019-12-01
"Gifu",17,2019,2019-12-08
"Gifu",11,2019,2019-12-15
"Gifu",15,2019,2019-12-22
"Gifu",14,2019,2019-12-29
"Gifu",8,2020,2020-01-05
"Gifu",11,2020,2020-01-12
"Gifu",11,2020,2020-01-19
"Gifu",15,2020,2020-01-26
"Gifu",14,2020,2020-02-02
"Gifu",15,2020,2020-02-09
"Gifu",8,2020,2020-02-16
"Gifu",12,2020,2020-02-23
"Gifu",11,2020,2020-03-01
"Gifu",15,2020,2020-03-08
"Gifu",14,2020,2020-03-15
"Gifu",12,2020,2020-03-22
"Gifu",7,2020,2020-03-29
"Gifu",4,2020,2020-04-05
"Gifu",1,2020,2020-04-12
"Gifu",3,2020,2020-04-19
"Gifu",1,2020,2020-04-26
"Gifu",NA,2020,2020-05-03
"Gifu",NA,2020,2020-05-10
"Gifu",1,2020,2020-05-17
"Gifu",2,2020,2020-05-24
"Gifu",1,2020,2020-05-31
"Gifu",NA,2020,2020-06-07
"Gifu",1,2020,2020-06-14
"Gifu",NA,2020,2020-06-21
"Gifu",NA,2020,2020-06-28
"Gifu",NA,2020,2020-07-05
"Gifu",2,2020,2020-07-12
"Gifu",NA,2020,2020-07-19
"Gifu",NA,2020,2020-07-26
"Gifu",NA,2020,2020-08-02
"Gifu",4,2020,2020-08-09
"Gifu",4,2020,2020-08-16
"Gifu",NA,2020,2020-08-23
"Gifu",3,2020,2020-08-30
"Gifu",NA,2020,2020-09-06
"Gifu",NA,2020,2020-09-13
"Gifu",NA,2020,2020-09-20
"Gifu",NA,2020,2020-09-27
"Gifu",NA,2020,2020-10-04
"Gifu",NA,2020,2020-10-11
"Gifu",NA,2020,2020-10-18
"Gifu",NA,2020,2020-10-25
"Gifu",NA,2020,2020-11-01
"Gifu",NA,2020,2020-11-08
"Gifu",NA,2020,2020-11-15
"Gifu",NA,2020,2020-11-22
"Gifu",NA,2020,2020-11-29
"Gifu",NA,2020,2020-12-06
"Gifu",NA,2020,2020-12-13
"Gifu",NA,2020,2020-12-20
"Gifu",1,2020,2020-12-27
"Gifu",NA,2020,2021-01-03
"Gifu",NA,2021,2021-01-10
"Gifu",1,2021,2021-01-24
"Gifu",NA,2021,2021-01-31
"Gifu",NA,2021,2021-02-07
"Gifu",NA,2021,2021-02-14
"Gifu",NA,2021,2021-02-21
"Gifu",NA,2021,2021-02-28
"Gifu",NA,2021,2021-03-07
"Gifu",NA,2021,2021-03-21
"Gifu",1,2021,2021-03-28
"Gifu",NA,2021,2021-04-04
"Gifu",2,2021,2021-04-11
"Gifu",7,2021,2021-04-18
"Gifu",22,2021,2021-04-25
"Gifu",20,2021,2021-05-02
"Gifu",17,2021,2021-05-09
"Gifu",44,2021,2021-05-16
"Gifu",99,2021,2021-05-23
"Gifu",248,2021,2021-05-30
"Gifu",301,2021,2021-06-06
"Gifu",241,2021,2021-06-13
"Gifu",238,2021,2021-06-20
"Gifu",312,2021,2021-06-27
"Gifu",338,2021,2021-07-04
"Gifu",305,2021,2021-07-11
"Gifu",316,2021,2021-07-18
"Gifu",188,2021,2021-07-25
"Gifu",116,2021,2021-08-01
"Gifu",62,2021,2021-08-15
"Gifu",51,2021,2021-08-22
"Gifu",34,2021,2021-08-29
"Gifu",36,2021,2021-09-05
"Gifu",22,2021,2021-09-12
"Gifu",27,2021,2021-09-19
"Gifu",12,2021,2021-09-26
"Gifu",7,2021,2021-10-03
"Gifu",8,2021,2021-10-10
"Gifu",3,2021,2021-10-17
"Gifu",4,2021,2021-10-24
"Gifu",1,2021,2021-10-31
"Gifu",4,2021,2021-11-07
"Gifu",2,2021,2021-11-14
"Gifu",NA,2021,2021-11-21
"Gifu",2,2021,2021-11-28
"Gifu",NA,2021,2021-12-05
"Gifu",4,2021,2021-12-12
"Gifu",3,2021,2021-12-19
"Gifu",1,2021,2021-12-26
"Gifu",1,2021,2022-01-02
"Gifu",2,2022,2022-01-09
"Gifu",NA,2022,2022-01-16
"Gifu",1,2022,2022-01-23
"Gifu",6,2022,2022-01-30
"Gifu",9,2022,2022-02-06
"Gifu",5,2022,2022-02-13
"Gifu",11,2022,2022-02-20
"Gifu",15,2022,2022-02-27
"Gifu",22,2022,2022-03-06
"Gifu",20,2022,2022-03-13
"Gifu",38,2022,2022-03-20
"Gifu",31,2022,2022-03-27
"Gifu",25,2022,2022-04-03
"Gifu",14,2022,2022-04-10
"Gifu",11,2022,2022-04-17
"Gifu",28,2022,2022-04-24
"Gifu",41,2022,2022-05-01
"Gifu",31,2022,2022-05-08
"Gifu",24,2022,2022-05-15
"Gifu",51,2022,2022-05-22
"Gifu",51,2022,2022-05-29
"Gifu",75,2022,2022-06-05
"Gifu",44,2022,2022-06-12
"Gifu",110,2022,2022-06-19
"Gifu",117,2022,2022-06-26
"Gifu",137,2022,2022-07-03
"Gifu",203,2022,2022-07-10
"Gifu",230,2022,2022-07-17
"Gifu",223,2022,2022-07-24
"Gifu",299,2022,2022-07-31
"Gifu",212,2022,2022-08-07
"Gifu",122,2022,2022-08-14
"Gifu",69,2022,2022-08-21
"Gifu",61,2022,2022-08-28
"Gifu",60,2022,2022-09-04
"Gifu",44,2022,2022-09-11
"Gifu",28,2022,2022-09-18
"Gifu",9,2022,2022-09-25
"Gifu",8,2022,2022-10-02
"Gifu",6,2022,2022-10-09
"Gifu",6,2022,2022-10-16
"Gifu",8,2022,2022-10-23
"Gifu",4,2022,2022-10-30
"Gifu",4,2022,2022-11-06
"Gifu",4,2022,2022-11-13
"Gifu",5,2022,2022-11-20
"Gifu",4,2022,2022-11-27
"Gifu",2,2022,2022-12-04
"Gifu",5,2022,2022-12-11
"Gifu",14,2022,2022-12-18
"Gifu",9,2022,2022-12-25
"Gifu",5,2022,2023-01-01
"Gifu",5,2023,2023-01-08
"Gifu",4,2023,2023-01-15
"Gifu",2,2023,2023-01-22
"Gifu",1,2023,2023-01-29
"Gifu",1,2023,2023-02-05
"Gifu",6,2023,2023-02-12
"Gifu",10,2023,2023-02-19
"Gifu",11,2023,2023-02-26
"Gifu",4,2023,2023-03-05
"Gifu",8,2023,2023-03-12
"Gifu",6,2023,2023-03-19
"Gifu",10,2023,2023-03-26
"Gifu",12,2023,2023-04-02
"Gifu",23,2023,2023-04-09
"Gifu",30,2023,2023-04-16
"Gifu",45,2023,2023-04-23
"Gifu",44,2023,2023-04-30
"Gifu",56,2023,2023-05-07
"Gifu",59,2023,2023-05-14
"Gifu",88,2023,2023-05-21
"Gifu",120,2023,2023-05-28
"Gifu",140,2023,2023-06-04
"Gifu",218,2023,2023-06-11
"Gifu",244,2023,2023-06-18
"Gifu",253,2023,2023-06-25
"Gifu",266,2023,2023-07-02
"Gifu",276,2023,2023-07-09
"Gifu",191,2023,2023-07-16
"Gifu",133,2023,2023-07-23
"Gifu",105,2023,2023-07-30
"Gifu",57,2023,2023-08-06
"Gifu",41,2023,2023-08-13
"Gifu",18,2023,2023-08-20
"Gifu",22,2023,2023-08-27
"Gifu",24,2023,2023-09-03
"Gifu",8,2023,2023-09-10
"Gifu",30,2023,2023-09-17
"Gifu",5,2023,2023-09-24
"Gifu",5,2023,2023-10-01
"Gifu",1,2023,2023-10-08
"Gifu",NA,2023,2023-10-15
"Gifu",2,2023,2023-10-22
"Gifu",6,2023,2023-10-29
"Gifu",3,2023,2023-11-05
"Gifu",2,2023,2023-11-12
"Gifu",1,2023,2023-11-19
"Gifu",3,2023,2023-11-26
"Gifu",1,2023,2023-12-03
"Gifu",6,2023,2023-12-10
"Gifu",6,2023,2023-12-17
"Gifu",3,2023,2023-12-24
"Gifu",9,2023,2023-12-31
"Gifu",3,2024,2024-01-07
"Gifu",2,2024,2024-01-14
"Gifu",2,2024,2024-01-21
"Gifu",3,2024,2024-01-28
"Gifu",6,2024,2024-02-04
"Gifu",15,2024,2024-02-11
"Gifu",9,2024,2024-02-18
"Gifu",10,2024,2024-02-25
"Gifu",16,2024,2024-03-03
"Gifu",13,2024,2024-03-10
"Gifu",14,2024,2024-03-17
"Gifu",19,2024,2024-03-24
"Gifu",42,2024,2024-03-31
"Gifu",54,2024,2024-04-07
"Gifu",55,2024,2024-04-14
"Gifu",68,2024,2024-04-21
"Gifu",65,2024,2024-04-28
"Gifu",53,2024,2024-05-05
"Gifu",79,2024,2024-05-12
"Gifu",98,2024,2024-05-19
"Gifu",100,2024,2024-05-26
"Gifu",110,2024,2024-06-02
"Gifu",82,2024,2024-06-09
"Gifu",71,2024,2024-06-16
"Gifu",62,2024,2024-06-23
"Gifu",63,2024,2024-06-30
"Gifu",72,2024,2024-07-07
"Gifu",48,2024,2024-07-14
"Gifu",54,2024,2024-07-21
"Gifu",57,2024,2024-07-28
"Gifu",47,2024,2024-08-04
"Gifu",46,2024,2024-08-11
"Gifu",23,2024,2024-08-18
"Gifu",18,2024,2024-08-25
"Gifu",15,2024,2024-09-01
"Gifu",29,2024,2024-09-08
"Gifu",57,2024,2024-09-15
"Gifu",26,2024,2024-09-22
"Gifu",26,2024,2024-09-29
"Gifu",11,2024,2024-10-06
"Gifu",5,2024,2024-10-13
"Gifu",6,2024,2024-10-20
"Gifu",5,2024,2024-10-27
"Gifu",10,2024,2024-11-03
"Gifu",5,2024,2024-11-10
"Gifu",8,2024,2024-11-17
"Gifu",16,2024,2024-11-24
"Gifu",15,2024,2024-12-01
"Gifu",3,2024,2024-12-08
"Gifu",10,2024,2024-12-15
"Gifu",16,2024,2024-12-22
"Gifu",11,2024,2024-12-29
"Gifu",5,2025,2025-01-05
"Gifu",18,2025,2025-01-12
"Gifu",16,2025,2025-01-19
"Gifu",32,2025,2025-01-26
"Gifu",60,2025,2025-02-02
"Gifu",71,2025,2025-02-09
"Gifu",83,2025,2025-02-16
"Gifu",76,2025,2025-02-23
"Gifu",105,2025,2025-03-02
"Gifu",83,2025,2025-03-09
"Gifu",92,2025,2025-03-16
"Gifu",71,2025,2025-03-23
"Gifu",74,2025,2025-03-30
"Gifu",43,2025,2025-04-06
"Gifu",51,2025,2025-04-13
"Gifu",29,2025,2025-04-20
"Gifu",26,2025,2025-04-27
"Gifu",7,2025,2025-05-04
"Gifu",21,2025,2025-05-11
"Gifu",11,2025,2025-05-18
"Gifu",5,2025,2025-05-25
"Gifu",3,2025,2025-06-01
"Gifu",3,2025,2025-06-08
"Gifu",2,2025,2025-06-15
"Gifu",4,2025,2025-06-22
"Gifu",2,2025,2025-06-29
"Gifu",8,2025,2025-07-06
"Gifu",7,2025,2025-07-13
"Gifu",5,2025,2025-07-20
"Gifu",12,2025,2025-07-27
"Gifu",9,2025,2025-08-03
"Gifu",18,2025,2025-08-10
"Gifu",10,2025,2025-08-17
"Gifu",25,2025,2025-08-24
"Gifu",24,2025,2025-08-31
"Gifu",45,2025,2025-09-07
"Gifu",28,2025,2025-09-14
"Gifu",27,2025,2025-09-21
"Gifu",38,2025,2025-09-28
"Gifu",49,2025,2025-10-05
"Gifu",38,2025,2025-10-12
"Gifu",38,2025,2025-10-19
"Gifu",44,2025,2025-10-26
"Gifu",46,2025,2025-11-02
"Gifu",48,2025,2025-11-09
"Gifu",33,2025,2025-11-16
"Gifu",19,2025,2025-11-23
"Gifu",20,2025,2025-11-30
"Gifu",24,2025,2025-12-07
"Gifu",18,2025,2025-12-14
"Gifu",14,2025,2025-12-21
"Gifu",12,2025,2025-12-28
"Gifu",28,2026,2026-01-04
"Gifu",6,2026,2026-01-11
"Gifu",11,2026,2026-01-18
"Gifu",13,2026,2026-01-25
"Gifu",11,2026,2026-02-01
"Gifu",14,2026,2026-02-08
"Gifu",12,2026,2026-02-15
"Gifu",14,2026,2026-02-22
"Gifu",16,2026,2026-03-01
"Gifu",15,2026,2026-03-08
"Gifu",17,2026,2026-03-15
"Gifu",12,2026,2026-03-22
"Gifu",8,2026,2026-03-29
"Gifu",12,2026,2026-04-05
"Gifu",5,2026,2026-04-12
"Gifu",7,2026,2026-04-19
"Gifu",9,2026,2026-04-26
"Gifu",12,2026,2026-05-03
"Gifu",8,2026,2026-05-10
"Gifu",7,2026,2026-05-17
"Gunma",54,2015,2015-01-04
"Gunma",58,2015,2015-01-11
"Gunma",49,2015,2015-01-18
"Gunma",49,2015,2015-01-25
"Gunma",47,2015,2015-02-01
"Gunma",34,2015,2015-02-08
"Gunma",24,2015,2015-02-15
"Gunma",20,2015,2015-02-22
"Gunma",26,2015,2015-03-01
"Gunma",18,2015,2015-03-08
"Gunma",16,2015,2015-03-15
"Gunma",6,2015,2015-03-22
"Gunma",8,2015,2015-03-29
"Gunma",5,2015,2015-04-05
"Gunma",3,2015,2015-04-12
"Gunma",2,2015,2015-04-19
"Gunma",1,2015,2015-04-26
"Gunma",1,2015,2015-05-03
"Gunma",NA,2015,2015-05-10
"Gunma",NA,2015,2015-05-17
"Gunma",NA,2015,2015-05-24
"Gunma",NA,2015,2015-05-31
"Gunma",2,2015,2015-06-07
"Gunma",NA,2015,2015-06-14
"Gunma",NA,2015,2015-06-21
"Gunma",NA,2015,2015-06-28
"Gunma",NA,2015,2015-07-05
"Gunma",NA,2015,2015-07-12
"Gunma",NA,2015,2015-07-19
"Gunma",1,2015,2015-07-26
"Gunma",1,2015,2015-08-02
"Gunma",1,2015,2015-08-09
"Gunma",NA,2015,2015-08-16
"Gunma",4,2015,2015-08-23
"Gunma",2,2015,2015-08-30
"Gunma",3,2015,2015-09-06
"Gunma",1,2015,2015-09-13
"Gunma",4,2015,2015-09-20
"Gunma",4,2015,2015-09-27
"Gunma",16,2015,2015-10-04
"Gunma",37,2015,2015-10-11
"Gunma",58,2015,2015-10-18
"Gunma",56,2015,2015-10-25
"Gunma",93,2015,2015-11-01
"Gunma",80,2015,2015-11-08
"Gunma",114,2015,2015-11-15
"Gunma",138,2015,2015-11-22
"Gunma",116,2015,2015-11-29
"Gunma",138,2015,2015-12-06
"Gunma",153,2015,2015-12-13
"Gunma",135,2015,2015-12-20
"Gunma",99,2015,2015-12-27
"Gunma",29,2015,2016-01-03
"Gunma",43,2016,2016-01-10
"Gunma",28,2016,2016-01-17
"Gunma",26,2016,2016-01-24
"Gunma",17,2016,2016-01-31
"Gunma",26,2016,2016-02-07
"Gunma",11,2016,2016-02-14
"Gunma",8,2016,2016-02-21
"Gunma",5,2016,2016-02-28
"Gunma",6,2016,2016-03-06
"Gunma",7,2016,2016-03-13
"Gunma",5,2016,2016-03-20
"Gunma",1,2016,2016-03-27
"Gunma",1,2016,2016-04-03
"Gunma",NA,2016,2016-04-10
"Gunma",NA,2016,2016-04-17
"Gunma",NA,2016,2016-04-24
"Gunma",NA,2016,2016-05-01
"Gunma",NA,2016,2016-05-08
"Gunma",1,2016,2016-05-15
"Gunma",1,2016,2016-05-22
"Gunma",NA,2016,2016-05-29
"Gunma",NA,2016,2016-06-05
"Gunma",NA,2016,2016-06-12
"Gunma",2,2016,2016-06-19
"Gunma",1,2016,2016-06-26
"Gunma",NA,2016,2016-07-03
"Gunma",1,2016,2016-07-10
"Gunma",6,2016,2016-07-17
"Gunma",5,2016,2016-07-24
"Gunma",4,2016,2016-07-31
"Gunma",9,2016,2016-08-07
"Gunma",9,2016,2016-08-14
"Gunma",31,2016,2016-08-21
"Gunma",33,2016,2016-08-28
"Gunma",98,2016,2016-09-04
"Gunma",124,2016,2016-09-11
"Gunma",136,2016,2016-09-18
"Gunma",98,2016,2016-09-25
"Gunma",156,2016,2016-10-02
"Gunma",150,2016,2016-10-09
"Gunma",95,2016,2016-10-16
"Gunma",95,2016,2016-10-23
"Gunma",66,2016,2016-10-30
"Gunma",43,2016,2016-11-06
"Gunma",34,2016,2016-11-13
"Gunma",21,2016,2016-11-20
"Gunma",20,2016,2016-11-27
"Gunma",13,2016,2016-12-04
"Gunma",37,2016,2016-12-11
"Gunma",22,2016,2016-12-18
"Gunma",17,2016,2016-12-25
"Gunma",13,2016,2017-01-01
"Gunma",10,2017,2017-01-08
"Gunma",9,2017,2017-01-15
"Gunma",22,2017,2017-01-22
"Gunma",7,2017,2017-01-29
"Gunma",9,2017,2017-02-05
"Gunma",4,2017,2017-02-12
"Gunma",5,2017,2017-02-19
"Gunma",7,2017,2017-02-26
"Gunma",5,2017,2017-03-05
"Gunma",6,2017,2017-03-12
"Gunma",2,2017,2017-03-19
"Gunma",3,2017,2017-03-26
"Gunma",4,2017,2017-04-02
"Gunma",NA,2017,2017-04-09
"Gunma",3,2017,2017-04-16
"Gunma",3,2017,2017-04-23
"Gunma",3,2017,2017-04-30
"Gunma",9,2017,2017-05-07
"Gunma",11,2017,2017-05-14
"Gunma",4,2017,2017-05-21
"Gunma",3,2017,2017-05-28
"Gunma",8,2017,2017-06-04
"Gunma",9,2017,2017-06-11
"Gunma",10,2017,2017-06-18
"Gunma",12,2017,2017-06-25
"Gunma",10,2017,2017-07-02
"Gunma",5,2017,2017-07-09
"Gunma",19,2017,2017-07-16
"Gunma",11,2017,2017-07-23
"Gunma",16,2017,2017-07-30
"Gunma",36,2017,2017-08-06
"Gunma",60,2017,2017-08-13
"Gunma",57,2017,2017-08-20
"Gunma",103,2017,2017-08-27
"Gunma",225,2017,2017-09-03
"Gunma",200,2017,2017-09-10
"Gunma",207,2017,2017-09-17
"Gunma",150,2017,2017-09-24
"Gunma",132,2017,2017-10-01
"Gunma",92,2017,2017-10-08
"Gunma",63,2017,2017-10-15
"Gunma",46,2017,2017-10-22
"Gunma",38,2017,2017-10-29
"Gunma",36,2017,2017-11-05
"Gunma",21,2017,2017-11-12
"Gunma",23,2017,2017-11-19
"Gunma",20,2017,2017-11-26
"Gunma",35,2017,2017-12-03
"Gunma",27,2017,2017-12-10
"Gunma",36,2017,2017-12-17
"Gunma",29,2017,2017-12-24
"Gunma",29,2017,2017-12-31
"Gunma",9,2018,2018-01-07
"Gunma",20,2018,2018-01-14
"Gunma",15,2018,2018-01-21
"Gunma",10,2018,2018-01-28
"Gunma",17,2018,2018-02-04
"Gunma",11,2018,2018-02-11
"Gunma",10,2018,2018-02-18
"Gunma",9,2018,2018-02-25
"Gunma",10,2018,2018-03-04
"Gunma",11,2018,2018-03-11
"Gunma",15,2018,2018-03-18
"Gunma",14,2018,2018-03-25
"Gunma",9,2018,2018-04-01
"Gunma",15,2018,2018-04-08
"Gunma",10,2018,2018-04-15
"Gunma",6,2018,2018-04-22
"Gunma",16,2018,2018-04-29
"Gunma",9,2018,2018-05-06
"Gunma",6,2018,2018-05-13
"Gunma",14,2018,2018-05-20
"Gunma",11,2018,2018-05-27
"Gunma",7,2018,2018-06-03
"Gunma",7,2018,2018-06-10
"Gunma",11,2018,2018-06-17
"Gunma",12,2018,2018-06-24
"Gunma",15,2018,2018-07-01
"Gunma",8,2018,2018-07-08
"Gunma",9,2018,2018-07-15
"Gunma",9,2018,2018-07-22
"Gunma",12,2018,2018-07-29
"Gunma",40,2018,2018-08-05
"Gunma",27,2018,2018-08-12
"Gunma",22,2018,2018-08-19
"Gunma",31,2018,2018-08-26
"Gunma",77,2018,2018-09-02
"Gunma",107,2018,2018-09-09
"Gunma",118,2018,2018-09-16
"Gunma",96,2018,2018-09-23
"Gunma",65,2018,2018-09-30
"Gunma",105,2018,2018-10-07
"Gunma",91,2018,2018-10-14
"Gunma",67,2018,2018-10-21
"Gunma",64,2018,2018-10-28
"Gunma",52,2018,2018-11-04
"Gunma",40,2018,2018-11-11
"Gunma",29,2018,2018-11-18
"Gunma",31,2018,2018-11-25
"Gunma",27,2018,2018-12-02
"Gunma",20,2018,2018-12-09
"Gunma",25,2018,2018-12-16
"Gunma",20,2018,2018-12-23
"Gunma",21,2018,2018-12-30
"Gunma",7,2019,2019-01-06
"Gunma",12,2019,2019-01-13
"Gunma",14,2019,2019-01-20
"Gunma",25,2019,2019-01-27
"Gunma",23,2019,2019-02-03
"Gunma",19,2019,2019-02-10
"Gunma",18,2019,2019-02-17
"Gunma",7,2019,2019-02-24
"Gunma",10,2019,2019-03-03
"Gunma",7,2019,2019-03-10
"Gunma",16,2019,2019-03-17
"Gunma",11,2019,2019-03-24
"Gunma",19,2019,2019-03-31
"Gunma",13,2019,2019-04-07
"Gunma",16,2019,2019-04-14
"Gunma",33,2019,2019-04-21
"Gunma",16,2019,2019-04-28
"Gunma",2,2019,2019-05-05
"Gunma",5,2019,2019-05-12
"Gunma",11,2019,2019-05-19
"Gunma",15,2019,2019-05-26
"Gunma",2,2019,2019-06-02
"Gunma",5,2019,2019-06-09
"Gunma",6,2019,2019-06-16
"Gunma",2,2019,2019-06-23
"Gunma",2,2019,2019-06-30
"Gunma",7,2019,2019-07-07
"Gunma",13,2019,2019-07-14
"Gunma",22,2019,2019-07-21
"Gunma",20,2019,2019-07-28
"Gunma",51,2019,2019-08-04
"Gunma",88,2019,2019-08-11
"Gunma",29,2019,2019-08-18
"Gunma",38,2019,2019-08-25
"Gunma",118,2019,2019-09-01
"Gunma",171,2019,2019-09-08
"Gunma",209,2019,2019-09-15
"Gunma",183,2019,2019-09-22
"Gunma",114,2019,2019-09-29
"Gunma",101,2019,2019-10-06
"Gunma",77,2019,2019-10-13
"Gunma",55,2019,2019-10-20
"Gunma",37,2019,2019-10-27
"Gunma",46,2019,2019-11-03
"Gunma",28,2019,2019-11-10
"Gunma",28,2019,2019-11-17
"Gunma",28,2019,2019-11-24
"Gunma",23,2019,2019-12-01
"Gunma",20,2019,2019-12-08
"Gunma",15,2019,2019-12-15
"Gunma",11,2019,2019-12-22
"Gunma",22,2019,2019-12-29
"Gunma",5,2020,2020-01-05
"Gunma",8,2020,2020-01-12
"Gunma",15,2020,2020-01-19
"Gunma",20,2020,2020-01-26
"Gunma",11,2020,2020-02-02
"Gunma",5,2020,2020-02-09
"Gunma",6,2020,2020-02-16
"Gunma",5,2020,2020-02-23
"Gunma",11,2020,2020-03-01
"Gunma",6,2020,2020-03-08
"Gunma",3,2020,2020-03-15
"Gunma",5,2020,2020-03-22
"Gunma",2,2020,2020-03-29
"Gunma",6,2020,2020-04-05
"Gunma",NA,2020,2020-04-12
"Gunma",2,2020,2020-04-19
"Gunma",1,2020,2020-04-26
"Gunma",NA,2020,2020-05-03
"Gunma",1,2020,2020-05-10
"Gunma",NA,2020,2020-05-17
"Gunma",NA,2020,2020-05-24
"Gunma",NA,2020,2020-05-31
"Gunma",NA,2020,2020-06-07
"Gunma",NA,2020,2020-06-14
"Gunma",NA,2020,2020-06-21
"Gunma",NA,2020,2020-06-28
"Gunma",NA,2020,2020-07-05
"Gunma",NA,2020,2020-07-12
"Gunma",NA,2020,2020-07-19
"Gunma",NA,2020,2020-07-26
"Gunma",NA,2020,2020-08-02
"Gunma",NA,2020,2020-08-09
"Gunma",NA,2020,2020-08-16
"Gunma",NA,2020,2020-08-23
"Gunma",NA,2020,2020-08-30
"Gunma",NA,2020,2020-09-06
"Gunma",NA,2020,2020-09-13
"Gunma",NA,2020,2020-09-20
"Gunma",NA,2020,2020-09-27
"Gunma",1,2020,2020-10-04
"Gunma",NA,2020,2020-10-11
"Gunma",NA,2020,2020-10-18
"Gunma",NA,2020,2020-10-25
"Gunma",NA,2020,2020-11-01
"Gunma",NA,2020,2020-11-08
"Gunma",NA,2020,2020-11-15
"Gunma",NA,2020,2020-11-22
"Gunma",NA,2020,2020-11-29
"Gunma",NA,2020,2020-12-06
"Gunma",NA,2020,2020-12-13
"Gunma",NA,2020,2020-12-20
"Gunma",NA,2020,2020-12-27
"Gunma",NA,2020,2021-01-03
"Gunma",NA,2021,2021-01-10
"Gunma",NA,2021,2021-01-24
"Gunma",NA,2021,2021-01-31
"Gunma",NA,2021,2021-02-07
